scenario,description,max_turnover,buffer_multiplier,date,signal_date,next_date,return,num_stocks,turnover,baseline_overlap,retained_old_count,retained_outside_candidate_count,selected_codes,avg_similarity,median_similarity,avg_rank,missing_similarity_count
baseline,Barra Top500 -> Alpha Top50,,,2020-07-06,2020-07-03,2020-07-13,0.09297867231009847,50,1.0,1.0,0,0,"['002664.SZ', '300159.SZ', '600765.SH', '600072.SH', '600764.SH', '600562.SH', '600316.SH', '603712.SH', '000738.SZ', '600967.SH', '002619.SZ', '000012.SZ', '000935.SZ', '603876.SH', '600888.SH', '603997.SH', '002234.SZ', '002080.SZ', '002746.SZ', '600456.SH', '000584.SZ', '600742.SH', '603279.SH', '002639.SZ', '002567.SZ', '603169.SH', '300691.SZ', '601058.SH', '002543.SZ', '002097.SZ', '001696.SZ', '603613.SH', '600603.SH', '002340.SZ', '600901.SH', '601717.SH', '600382.SH', '603609.SH', '000800.SZ', '600638.SH', '600114.SH', '300366.SZ', '300423.SZ', '002441.SZ', '600783.SH', '002016.SZ', '600643.SH', '002459.SZ', '000922.SZ', '600737.SH']",0.27450156249999996,0.2404296875,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-07-13,2020-07-10,2020-07-20,-0.021322397011926873,50,0.66,1.0,17,0,"['601606.SH', '000576.SZ', '000561.SZ', '300775.SZ', '300159.SZ', '600765.SH', '300034.SZ', '600764.SH', '600562.SH', '600435.SH', '600316.SH', '002025.SZ', '000738.SZ', '600967.SH', '002619.SZ', '000935.SZ', '603876.SH', '002182.SZ', '002590.SZ', '601069.SH', '000612.SZ', '002234.SZ', '000933.SZ', '603687.SH', '600259.SH', '000758.SZ', '600975.SH', '600330.SH', '600456.SH', '603318.SH', '603279.SH', '002567.SZ', '300345.SZ', '002237.SZ', '002639.SZ', '600392.SH', '300208.SZ', '002621.SZ', '002707.SZ', '000913.SZ', '300783.SZ', '603169.SH', '600318.SH', '603058.SH', '002124.SZ', '002261.SZ', '601038.SH', '300771.SZ', '002340.SZ', '000878.SZ']",0.2935967479674797,0.2621544715447154,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-07-20,2020-07-17,2020-07-27,-0.01499683581838721,50,0.72,1.0,14,0,"['300424.SZ', '002664.SZ', '002933.SZ', '002151.SZ', '002025.SZ', '002088.SZ', '300196.SZ', '002619.SZ', '600967.SH', '600668.SH', '600685.SH', '603978.SH', '000935.SZ', '000789.SZ', '600888.SH', '601677.SH', '002233.SZ', '002182.SZ', '002516.SZ', '000713.SZ', '002852.SZ', '603363.SH', '603687.SH', '603063.SH', '002234.SZ', '000612.SZ', '603848.SH', '002746.SZ', '600626.SH', '002651.SZ', '000758.SZ', '300258.SZ', '300483.SZ', '603680.SH', '600338.SH', '002377.SZ', '603279.SH', '603661.SH', '600975.SH', '002283.SZ', '002833.SZ', '002567.SZ', '300208.SZ', '002458.SZ', '000807.SZ', '002519.SZ', '600300.SH', '603058.SH', '603579.SH', '603012.SH']",0.27462499999999995,0.25481617647058824,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-07-27,2020-07-24,2020-08-03,0.06477381581456793,50,0.62,1.0,19,0,"['000561.SZ', '000697.SZ', '002088.SZ', '300198.SZ', '002302.SZ', '000751.SZ', '000657.SZ', '300094.SZ', '002233.SZ', '600531.SH', '300473.SZ', '300417.SZ', '603363.SH', '002852.SZ', '603277.SH', '002746.SZ', '603687.SH', '600626.SH', '603848.SH', '000666.SZ', '603711.SH', '300258.SZ', '300483.SZ', '601069.SH', '600975.SH', '000930.SZ', '002377.SZ', '600711.SH', '600335.SH', '603279.SH', '603300.SH', '600338.SH', '603214.SH', '002330.SZ', '002011.SZ', '603886.SH', '002567.SZ', '600593.SH', '002732.SZ', '002621.SZ', '002520.SZ', '002458.SZ', '000626.SZ', '603789.SH', '002283.SZ', '002895.SZ', '600300.SH', '002833.SZ', '002900.SZ', '002840.SZ']",0.24468403361344546,0.22882352941176476,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-08-03,2020-07-31,2020-08-10,0.025689582425460745,50,0.46,1.0,27,0,"['300424.SZ', '300065.SZ', '000697.SZ', '600391.SH', '300777.SZ', '000738.SZ', '300196.SZ', '002392.SZ', '300198.SZ', '600685.SH', '600862.SH', '002302.SZ', '002378.SZ', '000657.SZ', '300673.SZ', '300417.SZ', '002182.SZ', '300094.SZ', '002852.SZ', '002746.SZ', '600251.SH', '603586.SH', '603848.SH', '300410.SZ', '603915.SH', '600626.SH', '000639.SZ', '300359.SZ', '000930.SZ', '002651.SZ', '600338.SH', '300258.SZ', '002155.SZ', '002377.SZ', '603306.SH', '603214.SH', '600335.SH', '603300.SH', '002330.SZ', '300193.SZ', '002567.SZ', '002732.SZ', '002458.SZ', '603661.SH', '002011.SZ', '002520.SZ', '002900.SZ', '603687.SH', '002840.SZ', '603789.SH']",0.2599392857142857,0.23044642857142855,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-08-10,2020-08-07,2020-08-17,0.016025506008762805,50,0.7,1.0,15,0,"['300696.SZ', '300762.SZ', '300424.SZ', '300065.SZ', '002664.SZ', '300775.SZ', '002190.SZ', '300034.SZ', '300777.SZ', '002025.SZ', '300599.SZ', '300715.SZ', '300196.SZ', '300198.SZ', '600802.SH', '600668.SH', '000012.SZ', '603876.SH', '000789.SZ', '000657.SZ', '603776.SH', '002182.SZ', '603668.SH', '300673.SZ', '300328.SZ', '603277.SH', '002233.SZ', '300428.SZ', '600933.SH', '603662.SH', '603363.SH', '603336.SH', '002234.SZ', '601137.SH', '300580.SZ', '603992.SH', '603166.SH', '002746.SZ', '600626.SH', '300483.SZ', '603700.SH', '002884.SZ', '300258.SZ', '300193.SZ', '603214.SH', '600338.SH', '002967.SZ', '603306.SH', '600711.SH', '603566.SH']",0.3062256684491979,0.2724064171122994,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-08-17,2020-08-14,2020-08-24,-0.0011828225549520698,50,0.46,1.0,27,0,"['000561.SZ', '600184.SH', '300627.SZ', '002664.SZ', '300775.SZ', '600764.SH', '300599.SZ', '002392.SZ', '300196.SZ', '300715.SZ', '600668.SH', '600685.SH', '300127.SZ', '600961.SH', '000657.SZ', '603776.SH', '300673.SZ', '603668.SH', '002590.SZ', '002233.SZ', '300667.SZ', '603662.SH', '603336.SH', '300175.SZ', '600933.SH', '603363.SH', '002234.SZ', '300580.SZ', '300511.SZ', '603166.SH', '300483.SZ', '002746.SZ', '600626.SH', '600338.SH', '603093.SH', '600459.SH', '603530.SH', '002532.SZ', '300258.SZ', '002967.SZ', '600711.SH', '002884.SZ', '002171.SZ', '002059.SZ', '300800.SZ', '300193.SZ', '600975.SH', '002377.SZ', '000584.SZ', '300691.SZ']",0.29106624605678233,0.26548895899053626,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-08-24,2020-08-21,2020-08-31,-0.0075957399082577015,50,0.66,1.0,17,0,"['002664.SZ', '002225.SZ', '600802.SH', '600449.SH', '600961.SH', '000789.SZ', '600888.SH', '603277.SH', '601677.SH', '002233.SZ', '603668.SH', '603662.SH', '600933.SH', '603776.SH', '300757.SZ', '601137.SH', '600327.SH', '603788.SH', '300483.SZ', '002746.SZ', '002951.SZ', '600626.SH', '000672.SZ', '002548.SZ', '300580.SZ', '600338.SH', '603166.SH', '300193.SZ', '603214.SH', '002967.SZ', '603700.SH', '300258.SZ', '002377.SZ', '300007.SZ', '603687.SH', '600419.SH', '002567.SZ', '300415.SZ', '601579.SH', '002732.SZ', '600818.SH', '002438.SZ', '000526.SZ', '600592.SH', '002264.SZ', '002080.SZ', '002962.SZ', '300562.SZ', '603859.SH', '600742.SH']",0.2550194552529183,0.25035019455252927,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-08-31,2020-08-28,2020-09-07,0.0018803723023713005,50,0.82,1.0,9,0,"['600184.SH', '002619.SZ', '002392.SZ', '600724.SH', '002738.SZ', '603277.SH', '002406.SZ', '603912.SH', '603662.SH', '002516.SZ', '300351.SZ', '603315.SH', '603776.SH', '000821.SZ', '603788.SH', '300480.SZ', '603166.SH', '300580.SZ', '002334.SZ', '002282.SZ', '603969.SH', '603306.SH', '002819.SZ', '600818.SH', '000584.SZ', '300753.SZ', '603058.SH', '603063.SH', '002801.SZ', '300193.SZ', '300259.SZ', '002937.SZ', '300462.SZ', '600382.SH', '600738.SH', '603203.SH', '002519.SZ', '300107.SZ', '002438.SZ', '300011.SZ', '000848.SZ', '002478.SZ', '600620.SH', '603012.SH', '002451.SZ', '300731.SZ', '600533.SH', '600261.SH', '002111.SZ', '000965.SZ']",0.22866842105263158,0.21131578947368423,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-09-07,2020-09-04,2020-09-14,-0.016360425307969873,50,0.42,1.0,29,0,"['002619.SZ', '002392.SZ', '600724.SH', '002578.SZ', '002738.SZ', '000935.SZ', '600679.SH', '002540.SZ', '002406.SZ', '000996.SZ', '002590.SZ', '002516.SZ', '603315.SH', '000821.SZ', '603166.SH', '002334.SZ', '600965.SH', '603788.SH', '300580.SZ', '002282.SZ', '603969.SH', '002759.SZ', '600818.SH', '603063.SH', '603058.SH', '603886.SH', '300193.SZ', '002801.SZ', '300660.SZ', '600603.SH', '002264.SZ', '002519.SZ', '603203.SH', '300462.SZ', '600382.SH', '002543.SZ', '600738.SH', '300262.SZ', '300107.SZ', '600901.SH', '002478.SZ', '600807.SH', '000811.SZ', '002451.SZ', '603611.SH', '600261.SH', '600620.SH', '603111.SH', '002443.SZ', '300066.SZ']",0.22962894736842102,0.21585526315789477,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-09-14,2020-09-11,2020-09-21,0.023360074768307544,50,0.42,1.0,29,0,"['002933.SZ', '300196.SZ', '002225.SZ', '002392.SZ', '600668.SH', '600724.SH', '600449.SH', '002578.SZ', '002738.SZ', '000935.SZ', '002540.SZ', '600888.SH', '002406.SZ', '601677.SH', '603277.SH', '002516.SZ', '603662.SH', '002234.SZ', '603788.SH', '603166.SH', '002746.SZ', '300580.SZ', '603315.SH', '600965.SH', '603214.SH', '600251.SH', '603306.SH', '603610.SH', '002282.SZ', '002423.SZ', '603063.SH', '603058.SH', '603969.SH', '603886.SH', '300193.SZ', '002264.SZ', '002801.SZ', '600322.SH', '603203.SH', '603823.SH', '002519.SZ', '002757.SZ', '600603.SH', '000056.SZ', '600382.SH', '300660.SZ', '603810.SH', '002543.SZ', '600738.SH', '002478.SZ']",0.24876288659793816,0.23268041237113402,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-09-21,2020-09-18,2020-09-28,-0.06319230850484794,50,0.72,1.0,14,0,"['300159.SZ', '600562.SH', '600802.SH', '603856.SH', '600668.SH', '600326.SH', '002641.SZ', '600449.SH', '688002.SH', '002738.SZ', '000935.SZ', '002057.SZ', '002540.SZ', '600720.SH', '000789.SZ', '600366.SH', '601677.SH', '603668.SH', '688001.SH', '002406.SZ', '603363.SH', '002234.SZ', '603662.SH', '002548.SZ', '002746.SZ', '300097.SZ', '002532.SZ', '000933.SZ', '600975.SH', '000401.SZ', '600330.SH', '300420.SZ', '000639.SZ', '002483.SZ', '002423.SZ', '603687.SH', '688015.SH', '002567.SZ', '603058.SH', '300007.SZ', '600419.SH', '300173.SZ', '603203.SH', '600501.SH', '600742.SH', '600807.SH', '002515.SZ', '002884.SZ', '002519.SZ', '002582.SZ']",0.26966736842105266,0.2593684210526316,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-09-28,2020-09-25,2020-10-09,0.04761762879076585,50,0.98,1.0,1,0,"['300054.SZ', '000591.SZ', '000531.SZ', '600908.SH', '000881.SZ', '600823.SH', '002838.SZ', '002283.SZ', '300031.SZ', '600834.SH', '600477.SH', '601222.SH', '300390.SZ', '600070.SH', '601038.SH', '601882.SH', '001696.SZ', '601208.SH', '600770.SH', '300244.SZ', '002884.SZ', '600285.SH', '300206.SZ', '002097.SZ', '600527.SH', '000690.SZ', '603466.SH', '600993.SH', '603385.SH', '600510.SH', '300246.SZ', '002232.SZ', '002407.SZ', '601001.SH', '300019.SZ', '600761.SH', '603587.SH', '000875.SZ', '000655.SZ', '002588.SZ', '002382.SZ', '600794.SH', '000791.SZ', '600063.SH', '000686.SZ', '603299.SH', '600621.SH', '000540.SZ', '002489.SZ', '002392.SZ']",0.2632196428571429,0.2559375,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-10-09,2020-09-30,2020-10-12,0.04301996900000002,50,0.66,1.0,17,0,"['603128.SH', '300339.SZ', '300054.SZ', '300200.SZ', '300435.SZ', '300237.SZ', '300578.SZ', '300291.SZ', '300181.SZ', '000088.SZ', '002315.SZ', '300758.SZ', '002747.SZ', '000037.SZ', '600770.SH', '002930.SZ', '002838.SZ', '002884.SZ', '300303.SZ', '300448.SZ', '300046.SZ', '002232.SZ', '002407.SZ', '300019.SZ', '000690.SZ', '300244.SZ', '603299.SH', '603587.SH', '600993.SH', '300687.SZ', '300598.SZ', '002588.SZ', '300480.SZ', '000099.SZ', '603727.SH', '300414.SZ', '002489.SZ', '600063.SH', '000529.SZ', '300016.SZ', '300230.SZ', '600794.SH', '600351.SH', '002670.SZ', '002832.SZ', '300436.SZ', '600621.SH', '002582.SZ', '600419.SH', '300667.SZ']",0.26454372294372297,0.2507359307359307,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-10-12,2020-10-09,2020-10-19,-0.007626003096685518,50,0.92,1.0,4,0,"['600679.SH', '002406.SZ', '603788.SH', '603166.SH', '002578.SZ', '002738.SZ', '002540.SZ', '603013.SH', '600742.SH', '002801.SZ', '300660.SZ', '002533.SZ', '601677.SH', '002441.SZ', '300423.SZ', '000922.SZ', '300360.SZ', '002270.SZ', '601058.SH', '600207.SH', '000612.SZ', '601126.SH', '600971.SH', '300658.SZ', '601163.SH', '600419.SH', '600403.SH', '002732.SZ', '002840.SZ', '002929.SZ', '603551.SH', '002085.SZ', '603810.SH', '601311.SH', '002582.SZ', '600517.SH', '603867.SH', '603305.SH', '002381.SZ', '002443.SZ', '002476.SZ', '300214.SZ', '603020.SH', '603977.SH', '002749.SZ', '000655.SZ', '603299.SH', '300530.SZ', '300019.SZ', '002318.SZ']",0.28952711864406777,0.2847881355932203,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-10-19,2020-10-16,2020-10-26,-0.014393014886032339,50,0.34,1.0,33,0,"['603166.SH', '002578.SZ', '002406.SZ', '002540.SZ', '603788.SH', '300580.SZ', '600508.SH', '002283.SZ', '002801.SZ', '600971.SH', '300660.SZ', '603013.SH', '002533.SZ', '002452.SZ', '002441.SZ', '600403.SH', '601677.SH', '603113.SH', '000922.SZ', '002270.SZ', '300658.SZ', '600577.SH', '002534.SZ', '600419.SH', '002732.SZ', '002840.SZ', '603238.SH', '002582.SZ', '603810.SH', '603867.SH', '600073.SH', '300575.SZ', '002381.SZ', '000655.SZ', '603977.SH', '002443.SZ', '603020.SH', '300214.SZ', '002749.SZ', '603299.SH', '300530.SZ', '002538.SZ', '002318.SZ', '002588.SZ', '300174.SZ', '002734.SZ', '300019.SZ', '000951.SZ', '002395.SZ', '000717.SZ']",0.2837019230769231,0.27956730769230764,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-10-26,2020-10-23,2020-11-02,-0.015887256586029873,50,0.5,1.0,25,0,"['002101.SZ', '002406.SZ', '603788.SH', '603166.SH', '603013.SH', '300660.SZ', '000751.SZ', '600742.SH', '002182.SZ', '600508.SH', '002533.SZ', '002441.SZ', '600971.SH', '300360.SZ', '600403.SH', '002270.SZ', '000922.SZ', '600997.SH', '600973.SH', '601677.SH', '601001.SH', '601058.SH', '600577.SH', '600348.SH', '000933.SZ', '600475.SH', '002534.SZ', '002128.SZ', '002434.SZ', '603810.SH', '601666.SH', '002330.SZ', '600869.SH', '002478.SZ', '002732.SZ', '002237.SZ', '601311.SH', '300731.SZ', '000655.SZ', '002443.SZ', '000807.SZ', '002476.SZ', '002203.SZ', '600073.SH', '002381.SZ', '300214.SZ', '603020.SH', '600581.SH', '002538.SZ', '002588.SZ']",0.27577989417989424,0.27222222222222225,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-11-02,2020-10-30,2020-11-09,0.0664154259994325,50,0.86,1.0,7,0,"['002284.SZ', '002101.SZ', '603197.SH', '600523.SH', '002662.SZ', '300772.SZ', '600742.SH', '002090.SZ', '002300.SZ', '300265.SZ', '300769.SZ', '600537.SH', '300341.SZ', '601015.SH', '688388.SH', '002330.SZ', '002732.SZ', '000933.SZ', '002840.SZ', '600419.SH', '300740.SZ', '600711.SH', '603305.SH', '300568.SZ', '603703.SH', '600073.SH', '300424.SZ', '300758.SZ', '300586.SZ', '000807.SZ', '300793.SZ', '300706.SZ', '002011.SZ', '002224.SZ', '603938.SH', '002913.SZ', '002970.SZ', '002386.SZ', '300019.SZ', '300632.SZ', '002655.SZ', '002318.SZ', '300686.SZ', '601168.SH', '603739.SH', '300620.SZ', '002876.SZ', '603043.SH', '002104.SZ', '603919.SH']",0.23471773049645392,0.2239007092198581,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-11-09,2020-11-06,2020-11-16,0.01100385038288447,50,0.62,1.0,19,0,"['002101.SZ', '603348.SH', '603197.SH', '300258.SZ', '603390.SH', '300432.SZ', '600742.SH', '002452.SZ', '002048.SZ', '002441.SZ', '002182.SZ', '300489.SZ', '601020.SH', '000550.SZ', '300360.SZ', '300769.SZ', '300328.SZ', '601058.SH', '603185.SH', '300341.SZ', '688388.SH', '603630.SH', '603489.SH', '600459.SH', '600577.SH', '000933.SZ', '002171.SZ', '300740.SZ', '002946.SZ', '603305.SH', '600419.SH', '600711.SH', '603886.SH', '002840.SZ', '002276.SZ', '300618.SZ', '603083.SH', '603113.SH', '000060.SZ', '000807.SZ', '300793.SZ', '300758.SZ', '300545.SZ', '002866.SZ', '600073.SH', '300706.SZ', '600581.SH', '002913.SZ', '000951.SZ', '603938.SH']",0.2630303571428571,0.2621428571428571,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-11-16,2020-11-13,2020-11-23,0.04504154298393017,50,0.6,1.0,20,0,"['002101.SZ', '000957.SZ', '600626.SH', '002284.SZ', '002472.SZ', '600933.SH', '603121.SH', '603197.SH', '603390.SH', '603003.SH', '603876.SH', '600961.SH', '300258.SZ', '002082.SZ', '600742.SH', '002378.SZ', '601020.SH', '002090.SZ', '002309.SZ', '002182.SZ', '601127.SH', '600537.SH', '300328.SZ', '300215.SZ', '300341.SZ', '601015.SH', '603489.SH', '603630.SH', '300769.SZ', '300224.SZ', '688388.SH', '002428.SZ', '002155.SZ', '603113.SH', '600403.SH', '300731.SZ', '002276.SZ', '000933.SZ', '600711.SH', '600844.SH', '002330.SZ', '600419.SH', '601666.SH', '002840.SZ', '603777.SH', '600569.SH', '002170.SZ', '600581.SH', '300575.SZ', '002237.SZ']",0.27484176706827307,0.2751004016064257,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-11-23,2020-11-20,2020-11-30,-0.02143165405141969,50,0.58,1.0,21,0,"['600626.SH', '600327.SH', '002472.SZ', '002101.SZ', '600676.SH', '000957.SZ', '603997.SH', '600523.SH', '002662.SZ', '600480.SH', '600335.SH', '600742.SH', '002309.SZ', '002300.SZ', '002160.SZ', '600268.SH', '002048.SZ', '600537.SH', '603876.SH', '603003.SH', '600961.SH', '002378.SZ', '000550.SZ', '300769.SZ', '002182.SZ', '601020.SH', '600490.SH', '002906.SZ', '000969.SZ', '300568.SZ', '600869.SH', '601127.SH', '600758.SH', '002335.SZ', '002330.SZ', '002732.SZ', '600844.SH', '603777.SH', '601101.SH', '300224.SZ', '002011.SZ', '000758.SZ', '002170.SZ', '002570.SZ', '300081.SZ', '601015.SH', '002668.SZ', '603366.SH', '300424.SZ', '000887.SZ']",0.2811418439716313,0.27617021276595743,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-11-30,2020-11-27,2020-12-07,0.01388318562377066,50,0.66,1.0,17,0,"['002090.SZ', '002300.SZ', '600537.SH', '603776.SH', '603390.SH', '002101.SZ', '603876.SH', '300769.SZ', '603003.SH', '601020.SH', '600523.SH', '002662.SZ', '600742.SH', '600335.SH', '601137.SH', '300118.SZ', '600589.SH', '002048.SZ', '603366.SH', '300081.SZ', '002391.SZ', '002732.SZ', '600711.SH', '002840.SZ', '000525.SZ', '600295.SH', '300545.SZ', '600230.SH', '603133.SH', '000973.SZ', '601101.SH', '300620.SZ', '601615.SH', '600073.SH', '601015.SH', '603083.SH', '002369.SZ', '000045.SZ', '000960.SZ', '601918.SH', '603595.SH', '603738.SH', '002897.SZ', '002045.SZ', '600782.SH', '600458.SH', '300331.SZ', '000937.SZ', '000807.SZ', '603693.SH']",0.24628316831683172,0.23905940594059402,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-12-07,2020-12-04,2020-12-14,-0.02159848525570033,50,0.7,1.0,15,0,"['002366.SZ', '002082.SZ', '002160.SZ', '603003.SH', '002090.SZ', '300127.SZ', '002309.SZ', '600537.SH', '300409.SZ', '300328.SZ', '300215.SZ', '688006.SH', '002428.SZ', '300224.SZ', '002101.SZ', '688388.SH', '000615.SZ', '000957.SZ', '000700.SZ', '300769.SZ', '603997.SH', '600676.SH', '300258.SZ', '600711.SH', '002237.SZ', '300568.SZ', '300107.SZ', '002011.SZ', '300739.SZ', '300798.SZ', '603938.SH', '002115.SZ', '300545.SZ', '600933.SH', '603083.SH', '601212.SH', '002341.SZ', '603327.SH', '000807.SZ', '300620.SZ', '600230.SH', '002897.SZ', '603133.SH', '600691.SH', '000887.SZ', '600073.SH', '002125.SZ', '601615.SH', '002951.SZ', '000878.SZ']",0.27084337349397586,0.28060240963855415,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-12-14,2020-12-11,2020-12-21,0.02078304300523713,50,0.82,1.0,9,0,"['300617.SZ', '002309.SZ', '002328.SZ', '300443.SZ', '603982.SH', '300776.SZ', '688006.SH', '603239.SH', '603185.SH', '603358.SH', '603596.SH', '300763.SZ', '603997.SH', '603238.SH', '300432.SZ', '600758.SH', '603697.SH', '603489.SH', '002956.SZ', '688388.SH', '300586.SZ', '603606.SH', '002851.SZ', '300758.SZ', '002706.SZ', '601965.SH', '002749.SZ', '300545.SZ', '002970.SZ', '603938.SH', '002341.SZ', '603327.SH', '601615.SH', '002695.SZ', '300783.SZ', '300751.SZ', '300686.SZ', '002677.SZ', '002847.SZ', '603360.SH', '603129.SH', '300627.SZ', '603053.SH', '603218.SH', '300753.SZ', '300487.SZ', '300566.SZ', '300073.SZ', '002216.SZ', '300767.SZ']",0.24947346938775514,0.23668367346938785,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-12-21,2020-12-18,2020-12-28,-0.018151876914285405,50,0.78,1.0,11,0,"['002328.SZ', '002101.SZ', '600626.SH', '000957.SZ', '600676.SH', '600480.SH', '300258.SZ', '600335.SH', '002309.SZ', '600537.SH', '603596.SH', '002048.SZ', '600742.SH', '002126.SZ', '688006.SH', '002518.SZ', '603997.SH', '603728.SH', '603003.SH', '300427.SZ', '603876.SH', '600961.SH', '000913.SZ', '002335.SZ', '002160.SZ', '600312.SH', '002540.SZ', '601311.SH', '000969.SZ', '000887.SZ', '600933.SH', '300568.SZ', '601965.SH', '603489.SH', '300224.SZ', '002851.SZ', '000758.SZ', '600459.SH', '002155.SZ', '000970.SZ', '002011.SZ', '000400.SZ', '002237.SZ', '603730.SH', '600691.SH', '002588.SZ', '002677.SZ', '002206.SZ', '603327.SH', '601615.SH']",0.2765712328767123,0.2771575342465754,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2020-12-28,2020-12-25,2021-01-04,0.027920491247238798,50,0.54,1.0,23,0,"['300772.SZ', '300617.SZ', '002309.SZ', '601020.SH', '000969.SZ', '603728.SH', '000957.SZ', '002218.SZ', '300776.SZ', '688006.SH', '603358.SH', '002284.SZ', '600676.SH', '002518.SZ', '603997.SH', '000970.SZ', '300224.SZ', '600523.SH', '002335.SZ', '603306.SH', '000758.SZ', '600609.SH', '600312.SH', '000426.SZ', '601311.SH', '688388.SH', '002237.SZ', '600151.SH', '300568.SZ', '002126.SZ', '000913.SZ', '002610.SZ', '603489.SH', '600392.SH', '000933.SZ', '002732.SZ', '000887.SZ', '688005.SH', '002170.SZ', '002570.SZ', '601965.SH', '000060.SZ', '600300.SH', '002677.SZ', '000960.SZ', '000400.SZ', '600073.SH', '300081.SZ', '000615.SZ', '002538.SZ']",0.2674794520547945,0.26726027397260277,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2021-01-04,2020-12-31,2021-01-11,-0.011278830625214835,50,0.98,1.0,1,0,"['000012.SZ', '600876.SH', '000626.SZ', '600428.SH', '002497.SZ', '600460.SH', '601908.SH', '600710.SH', '601598.SH', '000829.SZ', '002643.SZ', '002970.SZ', '600682.SH', '600765.SH', '603128.SH', '603225.SH', '601233.SH', '600509.SH', '000830.SZ', '002091.SZ', '600641.SH', '000016.SZ', '603198.SH', '000921.SZ', '300726.SZ', '002967.SZ', '300747.SZ', '600827.SH', '000652.SZ', '600037.SH', '600552.SH', '300054.SZ', '000928.SZ', '000923.SZ', '600409.SH', '600499.SH', '002756.SZ', '300598.SZ', '000821.SZ', '600884.SH', '603666.SH', '300001.SZ', '002335.SZ', '000049.SZ', '300034.SZ', '300083.SZ', '601375.SH', '603298.SH', '300009.SZ', '002791.SZ']",0.27898896551724134,0.26762068965517233,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2021-01-11,2021-01-08,2021-01-18,0.05830499308289484,50,0.96,1.0,2,0,"['300651.SZ', '300575.SZ', '002206.SZ', '600691.SH', '603650.SH', '002918.SZ', '002549.SZ', '601968.SH', '002318.SZ', '300196.SZ', '300487.SZ', '600876.SH', '002803.SZ', '603033.SH', '002756.SZ', '002082.SZ', '600389.SH', '002755.SZ', '300757.SZ', '002326.SZ', '002641.SZ', '300767.SZ', '603208.SH', '300737.SZ', '002973.SZ', '603688.SH', '002810.SZ', '603429.SH', '603181.SH', '603056.SH', '603505.SH', '600378.SH', '300723.SZ', '300616.SZ', '603010.SH', '603700.SH', '603327.SH', '603916.SH', '603239.SH', '002793.SZ', '603313.SH', '300815.SZ', '000657.SZ', '002701.SZ', '600335.SH', '600141.SH', '603915.SH', '002324.SZ', '300082.SZ', '002831.SZ']",0.31676333333333334,0.3086249999999999,25.5,0
baseline,Barra Top500 -> Alpha Top50,,,2021-01-18,2021-01-15,2021-01-25,-0.011048422281004548,50,0.76,1.0,12,0,"['603992.SH', '002951.SZ', '603661.SH', '603326.SH', '603013.SH', '300651.SZ', '300599.SZ', '002381.SZ', '603600.SH', '300575.SZ', '603977.SH', '002749.SZ', '300758.SZ', '603938.SH', '002224.SZ', '603848.SH', '002228.SZ', '002014.SZ', '002669.SZ', '603180.SH', '002632.SZ', '600802.SH', '002015.SZ', '603360.SH', '002243.SZ', '300198.SZ', '002549.SZ', '603823.SH', '002522.SZ', '600210.SH', '600876.SH', '002616.SZ', '603033.SH', '002318.SZ', '600075.SH', '603587.SH', '002140.SZ', '002918.SZ', '002768.SZ', '002755.SZ', '002937.SZ', '002973.SZ', '300658.SZ', '002110.SZ', '300487.SZ', '600507.SH', '002108.SZ', '002326.SZ', '002039.SZ', '002803.SZ']",0.3225503048780488,0.31920731707317074,25.5,0
