scenario,description,max_turnover,buffer_multiplier,date,signal_date,next_date,return,num_stocks,turnover,baseline_overlap,retained_old_count,retained_outside_candidate_count,selected_codes,avg_similarity,median_similarity,avg_rank,missing_similarity_count
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-08-19,2024-08-16,2024-08-26,-0.033747243731783935,50,0.4,0.74,30,12,"['600716.SH', '600638.SH', '000514.SZ', '000965.SZ', '301349.SZ', '000718.SZ', '002961.SZ', '000863.SZ', '000036.SZ', '300853.SZ', '000631.SZ', '002546.SZ', '002805.SZ', '688667.SH', '601218.SH', '688509.SH', '688391.SH', '300664.SZ', '002208.SZ', '600748.SH', '600657.SH', '301302.SZ', '300093.SZ', '002425.SZ', '000838.SZ', '600173.SH', '600510.SH', '000886.SZ', '300423.SZ', '002560.SZ', '000042.SZ', '002647.SZ', '600649.SH', '688737.SH', '688663.SH', '002358.SZ', '688137.SH', '002623.SZ', '603861.SH', '601375.SH', '600626.SH', '000570.SZ', '002551.SZ', '002364.SZ', '000816.SZ', '002328.SZ', '002524.SZ', '301093.SZ', '688246.SH', '002448.SZ']",0.20750112460638775,0.19537037037037042,21.263157894736842,12
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-08-26,2024-08-23,2024-09-02,0.00238674213527448,50,0.4,0.6,30,20,"['000838.SZ', '002560.SZ', '688737.SH', '002358.SZ', '603861.SH', '600626.SH', '000570.SZ', '002328.SZ', '002551.SZ', '002524.SZ', '600716.SH', '600638.SH', '000514.SZ', '000965.SZ', '301349.SZ', '000718.SZ', '002961.SZ', '000863.SZ', '000036.SZ', '300853.SZ', '000631.SZ', '002546.SZ', '002805.SZ', '688667.SH', '601218.SH', '688509.SH', '688391.SH', '300664.SZ', '002208.SZ', '600748.SH', '603093.SH', '002196.SZ', '000517.SZ', '300933.SZ', '002471.SZ', '605066.SH', '600537.SH', '002441.SZ', '603618.SH', '603897.SH', '300222.SZ', '600218.SH', '002355.SZ', '603758.SH', '600822.SH', '002870.SZ', '002905.SZ', '002187.SZ', '600973.SH', '600590.SH']",0.22417177914110428,0.21615541922290388,15.5,20
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-09-02,2024-08-30,2024-09-09,0.009130639696041963,50,0.4,0.76,30,12,"['002961.SZ', '002196.SZ', '002471.SZ', '605066.SH', '000517.SZ', '601218.SH', '600537.SH', '002441.SZ', '002358.SZ', '688737.SH', '603897.SH', '600626.SH', '002328.SZ', '600218.SH', '002551.SZ', '002524.SZ', '603758.SH', '002187.SZ', '000838.SZ', '002560.SZ', '603861.SH', '000570.SZ', '600716.SH', '600638.SH', '000514.SZ', '000965.SZ', '301349.SZ', '000718.SZ', '000863.SZ', '000036.SZ', '688663.SH', '002255.SZ', '301166.SZ', '002448.SZ', '300409.SZ', '605136.SH', '603811.SH', '601086.SH', '002107.SZ', '002454.SZ', '605018.SH', '300583.SZ', '600081.SH', '002940.SZ', '300582.SZ', '600784.SH', '688589.SH', '002082.SZ', '002662.SZ', '605266.SH']",0.21997001049632633,0.21601139601139602,19.5,12
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-09-09,2024-09-06,2024-09-18,-0.015051320872666274,50,0.4,0.48,30,22,"['000838.SZ', '002196.SZ', '002471.SZ', '600537.SH', '002524.SZ', '300582.SZ', '605136.SH', '300583.SZ', '002961.SZ', '605066.SH', '000517.SZ', '601218.SH', '002441.SZ', '002358.SZ', '688737.SH', '603897.SH', '600626.SH', '002328.SZ', '600218.SH', '002551.SZ', '603758.SH', '002187.SZ', '002560.SZ', '603861.SH', '000570.SZ', '600716.SH', '600638.SH', '000514.SZ', '000965.SZ', '301349.SZ', '000056.SZ', '002647.SZ', '000006.SZ', '600185.SH', '301120.SZ', '300853.SZ', '300423.SZ', '301159.SZ', '300648.SZ', '301152.SZ', '688509.SH', '688680.SH', '300477.SZ', '688499.SH', '300173.SZ', '002339.SZ', '300093.SZ', '300311.SZ', '301302.SZ', '002977.SZ']",0.1780730897009967,0.17603359173126615,22.964285714285715,22
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-09-18,2024-09-13,2024-09-23,0.04522291154240064,50,0.4,0.68,30,13,"['000514.SZ', '002647.SZ', '002961.SZ', '000006.SZ', '300853.SZ', '600185.SH', '300648.SZ', '688499.SH', '688509.SH', '300093.SZ', '002471.SZ', '002339.SZ', '600537.SH', '300311.SZ', '002524.SZ', '605136.SH', '300582.SZ', '000838.SZ', '002196.SZ', '300583.SZ', '605066.SH', '000517.SZ', '601218.SH', '002441.SZ', '002358.SZ', '688737.SH', '603897.SH', '600626.SH', '002328.SZ', '600218.SH', '600658.SH', '000863.SZ', '600748.SH', '600604.SH', '301150.SZ', '600675.SH', '002546.SZ', '002759.SZ', '003005.SZ', '688707.SH', '002805.SZ', '603982.SH', '300745.SZ', '688207.SH', '002995.SZ', '300659.SZ', '688339.SH', '600960.SH', '300850.SZ', '000816.SZ']",0.19883066740209596,0.19111111111111115,21.89189189189189,13
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-09-23,2024-09-20,2024-09-30,0.2952114850787538,50,0.4,0.92,30,3,"['000838.SZ', '002647.SZ', '000863.SZ', '600658.SH', '600604.SH', '000006.SZ', '301150.SZ', '600185.SH', '300648.SZ', '002196.SZ', '688499.SH', '300093.SZ', '600675.SH', '688509.SH', '002471.SZ', '002546.SZ', '002339.SZ', '600537.SH', '002805.SZ', '688707.SH', '603982.SH', '300745.SZ', '688339.SH', '002995.SZ', '688207.SH', '600960.SH', '002524.SZ', '000514.SZ', '002961.SZ', '300853.SZ', '000056.SZ', '000042.SZ', '000036.SZ', '301152.SZ', '688680.SH', '300477.SZ', '002560.SZ', '300173.SZ', '600152.SH', '688280.SH', '301302.SZ', '000701.SZ', '002905.SZ', '300078.SZ', '688670.SH', '300222.SZ', '002355.SZ', '688373.SH', '603106.SH', '300249.SZ']",0.20143183928178332,0.19433198380566805,24.23404255319149,3
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-09-30,2024-09-27,2024-10-08,0.0899731034,50,0.4,0.4,30,27,"['002805.SZ', '600675.SH', '603106.SH', '000838.SZ', '002647.SZ', '000863.SZ', '600658.SH', '600604.SH', '000006.SZ', '301150.SZ', '600185.SH', '300648.SZ', '002196.SZ', '688499.SH', '300093.SZ', '688509.SH', '002471.SZ', '002546.SZ', '002339.SZ', '600537.SH', '688707.SH', '603982.SH', '300745.SZ', '688339.SH', '002995.SZ', '688207.SH', '600960.SH', '002524.SZ', '000514.SZ', '002961.SZ', '600435.SH', '600326.SH', '002488.SZ', '300346.SZ', '002317.SZ', '300850.SZ', '600611.SH', '601015.SH', '300147.SZ', '002819.SZ', '601011.SH', '002698.SZ', '300123.SZ', '300072.SZ', '600032.SH', '300079.SZ', '002037.SZ', '603108.SH', '300006.SZ', '300639.SZ']",0.21409759491154842,0.2307816537467701,42.92307692307692,24
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-10-08,2024-09-30,2024-10-14,-0.1125628250378915,50,0.4,0.6,30,20,"['300346.SZ', '600435.SH', '300072.SZ', '002819.SZ', '002488.SZ', '300850.SZ', '300079.SZ', '300123.SZ', '300006.SZ', '002698.SZ', '002805.SZ', '600675.SH', '603106.SH', '000838.SZ', '002647.SZ', '000863.SZ', '600658.SH', '600604.SH', '000006.SZ', '301150.SZ', '600185.SH', '300648.SZ', '002196.SZ', '688499.SH', '300093.SZ', '688509.SH', '002471.SZ', '002546.SZ', '002339.SZ', '600537.SH', '300382.SZ', '688131.SH', '688202.SH', '300260.SZ', '301078.SZ', '300604.SZ', '300225.SZ', '300767.SZ', '300726.SZ', '300821.SZ', '688091.SH', '688270.SH', '300672.SZ', '688326.SH', '600559.SH', '300341.SZ', '300598.SZ', '300113.SZ', '301165.SZ', '300487.SZ']",0.23340065134726995,0.23327693175408906,21.032258064516128,19
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-10-14,2024-10-11,2024-10-21,0.07171561451570369,50,0.4,0.42,30,28,"['301165.SZ', '300767.SZ', '300346.SZ', '600435.SH', '300072.SZ', '002819.SZ', '002488.SZ', '300850.SZ', '300079.SZ', '300123.SZ', '300006.SZ', '002698.SZ', '002805.SZ', '600675.SH', '603106.SH', '000838.SZ', '002647.SZ', '000863.SZ', '600658.SH', '600604.SH', '000006.SZ', '301150.SZ', '600185.SH', '300648.SZ', '002196.SZ', '688499.SH', '300093.SZ', '688509.SH', '002471.SZ', '002546.SZ', '600053.SH', '688182.SH', '300921.SZ', '688376.SH', '301102.SZ', '301159.SZ', '301136.SZ', '301349.SZ', '301338.SZ', '301266.SZ', '301312.SZ', '301117.SZ', '300513.SZ', '301179.SZ', '001319.SZ', '688292.SH', '300560.SZ', '002995.SZ', '301128.SZ', '688205.SH']",0.22532572097789486,0.22882154882154881,23.82608695652174,27
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-10-21,2024-10-18,2024-10-28,0.06509475892469141,50,0.4,0.56,30,22,"['688182.SH', '300921.SZ', '688376.SH', '301266.SZ', '301117.SZ', '301128.SZ', '301165.SZ', '688205.SH', '300767.SZ', '300346.SZ', '600435.SH', '300072.SZ', '002819.SZ', '002488.SZ', '300850.SZ', '300079.SZ', '300123.SZ', '300006.SZ', '002698.SZ', '002805.SZ', '600675.SH', '603106.SH', '000838.SZ', '002647.SZ', '000863.SZ', '600658.SH', '600604.SH', '000006.SZ', '301150.SZ', '600185.SH', '603206.SH', '605289.SH', '301180.SZ', '300990.SZ', '300461.SZ', '001269.SZ', '688244.SH', '001208.SZ', '301046.SZ', '688152.SH', '301391.SZ', '603191.SH', '003005.SZ', '301282.SZ', '301127.SZ', '301099.SZ', '688489.SH', '688147.SH', '603324.SH', '002889.SZ']",0.23533983326268187,0.22868447082096932,14.642857142857142,22
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-10-28,2024-10-25,2024-11-04,-0.03656545919587726,50,0.4,0.48,30,24,"['301150.SZ', '688489.SH', '688147.SH', '301165.SZ', '600658.SH', '600604.SH', '688182.SH', '300921.SZ', '688376.SH', '301266.SZ', '301117.SZ', '301128.SZ', '688205.SH', '300767.SZ', '300346.SZ', '600435.SH', '300072.SZ', '002819.SZ', '002488.SZ', '300850.SZ', '300079.SZ', '300123.SZ', '300006.SZ', '002698.SZ', '002805.SZ', '600675.SH', '603106.SH', '000838.SZ', '002647.SZ', '000863.SZ', '301159.SZ', '301218.SZ', '301312.SZ', '000056.SZ', '688509.SH', '300513.SZ', '688292.SH', '301311.SZ', '300560.SZ', '002795.SZ', '301217.SZ', '300700.SZ', '300518.SZ', '002234.SZ', '002480.SZ', '688170.SH', '301123.SZ', '002717.SZ', '000068.SZ', '300648.SZ']",0.21869441347702215,0.21790660225442837,17.96153846153846,24
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-11-04,2024-11-01,2024-11-11,0.1413532875451622,50,0.4,0.62,30,16,"['002647.SZ', '300921.SZ', '688376.SH', '301150.SZ', '688147.SH', '300518.SZ', '300648.SZ', '688489.SH', '002480.SZ', '000068.SZ', '688292.SH', '600658.SH', '600604.SH', '300850.SZ', '301165.SZ', '688182.SH', '301266.SZ', '301117.SZ', '301128.SZ', '688205.SH', '300767.SZ', '300346.SZ', '600435.SH', '300072.SZ', '002819.SZ', '002488.SZ', '300079.SZ', '300123.SZ', '300006.SZ', '002698.SZ', '600620.SH', '000712.SZ', '300853.SZ', '688112.SH', '600770.SH', '300423.SZ', '301046.SZ', '688152.SH', '300317.SZ', '603803.SH', '688499.SH', '003005.SZ', '688416.SH', '300345.SZ', '688306.SH', '300477.SZ', '300504.SZ', '688320.SH', '688369.SH', '002339.SZ']",0.22282237775033165,0.22228626320845338,27.485714285714284,15
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-11-11,2024-11-08,2024-11-18,-0.10114188225978121,50,0.4,0.72,30,13,"['600620.SH', '000712.SZ', '688376.SH', '688112.SH', '600770.SH', '300518.SZ', '688147.SH', '688489.SH', '000068.SZ', '300317.SZ', '003005.SZ', '688499.SH', '002339.SZ', '688306.SH', '688320.SH', '600658.SH', '600604.SH', '002647.SZ', '300921.SZ', '301150.SZ', '300648.SZ', '002480.SZ', '688292.SH', '300850.SZ', '301165.SZ', '688182.SH', '301266.SZ', '301117.SZ', '301128.SZ', '688205.SH', '600053.SH', '603206.SH', '300461.SZ', '001269.SZ', '301369.SZ', '300902.SZ', '301152.SZ', '000892.SZ', '000558.SZ', '688337.SH', '300712.SZ', '688210.SH', '300250.SZ', '600725.SH', '300025.SZ', '688680.SH', '600345.SH', '300533.SZ', '300490.SZ', '002640.SZ']",0.22981861861861858,0.2238814814814814,20.243243243243242,13
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-11-18,2024-11-15,2024-11-25,0.0492563581302609,50,0.4,0.6,30,17,"['002647.SZ', '600053.SH', '688376.SH', '603206.SH', '300317.SZ', '002480.SZ', '301150.SZ', '000068.SZ', '002640.SZ', '000558.SZ', '002339.SZ', '600658.SH', '600604.SH', '600620.SH', '000712.SZ', '688112.SH', '600770.SH', '300518.SZ', '688147.SH', '688489.SH', '003005.SZ', '688499.SH', '688306.SH', '688320.SH', '300921.SZ', '300648.SZ', '688292.SH', '300850.SZ', '301165.SZ', '688182.SH', '600927.SH', '000753.SZ', '600805.SH', '301136.SZ', '600682.SH', '001313.SZ', '600716.SH', '600683.SH', '603191.SH', '300513.SZ', '600173.SH', '001208.SZ', '603126.SH', '603278.SH', '002160.SZ', '002234.SZ', '301217.SZ', '600638.SH', '001201.SZ', '688186.SH']",0.22974079418523863,0.21460317460317463,22.060606060606062,17
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-11-25,2024-11-22,2024-12-02,0.06268448716522423,50,0.4,0.54,30,23,"['300518.SZ', '300317.SZ', '300513.SZ', '002234.SZ', '000068.SZ', '300648.SZ', '002339.SZ', '002647.SZ', '600053.SH', '688376.SH', '603206.SH', '002480.SZ', '301150.SZ', '002640.SZ', '000558.SZ', '600658.SH', '600604.SH', '600620.SH', '000712.SZ', '688112.SH', '600770.SH', '688147.SH', '688489.SH', '003005.SZ', '688499.SH', '688306.SH', '688320.SH', '300921.SZ', '688292.SH', '300850.SZ', '301120.SZ', '300853.SZ', '688170.SH', '688244.SH', '002795.SZ', '002578.SZ', '688509.SH', '688280.SH', '300560.SZ', '300095.SZ', '603982.SH', '300528.SZ', '688416.SH', '603803.SH', '603378.SH', '300533.SZ', '301391.SZ', '002560.SZ', '301302.SZ', '300619.SZ']",0.17945904118743627,0.17872744539411206,14.703703703703704,23
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-12-02,2024-11-29,2024-12-09,0.007324730685648406,50,0.4,0.72,30,13,"['603206.SH', '301120.SZ', '688244.SH', '300853.SZ', '300518.SZ', '688489.SH', '002795.SZ', '688416.SH', '301391.SZ', '300648.SZ', '000068.SZ', '300560.SZ', '300528.SZ', '300317.SZ', '300619.SZ', '603378.SH', '002339.SZ', '300513.SZ', '002234.SZ', '002647.SZ', '600053.SH', '688376.SH', '002480.SZ', '301150.SZ', '002640.SZ', '000558.SZ', '600658.SH', '600604.SH', '600620.SH', '000712.SZ', '301338.SZ', '300786.SZ', '301136.SZ', '300461.SZ', '300631.SZ', '301191.SZ', '300172.SZ', '301369.SZ', '688143.SH', '301282.SZ', '301221.SZ', '300280.SZ', '688391.SH', '688260.SH', '300423.SZ', '688152.SH', '301013.SZ', '301152.SZ', '300375.SZ', '688210.SH']",0.19315315315315318,0.19166666666666668,20.054054054054053,13
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-12-09,2024-12-06,2024-12-16,0.011370889860447814,50,0.4,0.78,30,10,"['002647.SZ', '301120.SZ', '300518.SZ', '300631.SZ', '300280.SZ', '300513.SZ', '688244.SH', '688416.SH', '300560.SZ', '002795.SZ', '300423.SZ', '688260.SH', '301013.SZ', '300648.SZ', '300375.SZ', '000068.SZ', '603378.SH', '301391.SZ', '688152.SH', '002339.SZ', '603206.SH', '300853.SZ', '688489.SH', '300528.SZ', '300317.SZ', '300619.SZ', '002234.SZ', '600053.SH', '688376.SH', '002480.SZ', '301349.SZ', '603318.SH', '301159.SZ', '000010.SZ', '000911.SZ', '301123.SZ', '002877.SZ', '600173.SH', '002578.SZ', '002905.SZ', '300491.SZ', '002975.SZ', '603359.SH', '688280.SH', '603803.SH', '688509.SH', '300538.SZ', '603665.SH', '300095.SZ', '300533.SZ']",0.17211286089238845,0.1706911636045494,21.45,10
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-12-16,2024-12-13,2024-12-23,-0.07708117335641135,50,0.4,0.7,30,15,"['002647.SZ', '000010.SZ', '603318.SH', '603359.SH', '002578.SZ', '002795.SZ', '000911.SZ', '002877.SZ', '300095.SZ', '603665.SH', '300375.SZ', '002905.SZ', '603378.SH', '603803.SH', '300533.SZ', '301120.SZ', '300518.SZ', '300631.SZ', '300280.SZ', '300513.SZ', '688244.SH', '688416.SH', '300560.SZ', '300423.SZ', '688260.SH', '301013.SZ', '300648.SZ', '000068.SZ', '301391.SZ', '688152.SH', '002758.SZ', '000626.SZ', '600798.SH', '000880.SZ', '001338.SZ', '000652.SZ', '000056.SZ', '002852.SZ', '600792.SH', '000838.SZ', '002443.SZ', '002398.SZ', '605136.SH', '000042.SZ', '000686.SZ', '000546.SZ', '603353.SH', '002218.SZ', '605188.SH', '002666.SZ']",0.1850299823633157,0.18008230452674898,18.62857142857143,15
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-12-23,2024-12-20,2024-12-30,-0.0009208271541002389,50,0.4,0.4,30,30,"['002647.SZ', '000010.SZ', '603318.SH', '603359.SH', '002578.SZ', '002795.SZ', '000911.SZ', '002877.SZ', '300095.SZ', '603665.SH', '300375.SZ', '002905.SZ', '603378.SH', '603803.SH', '300533.SZ', '301120.SZ', '300518.SZ', '300631.SZ', '300280.SZ', '300513.SZ', '688244.SH', '688416.SH', '300560.SZ', '300423.SZ', '688260.SH', '301013.SZ', '300648.SZ', '000068.SZ', '301391.SZ', '688152.SH', '600796.SH', '301338.SZ', '301278.SZ', '603162.SH', '301128.SZ', '301116.SZ', '603209.SH', '301266.SZ', '300873.SZ', '001311.SZ', '603315.SH', '002479.SZ', '300969.SZ', '002824.SZ', '603105.SH', '300092.SZ', '300606.SZ', '301221.SZ', '301208.SZ', '301195.SZ']",0.2209566250742722,0.22139037433155084,10.5,30
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2024-12-30,2024-12-27,2025-01-06,-0.09600463846440958,50,0.4,0.58,30,21,"['603162.SH', '301128.SZ', '300873.SZ', '603209.SH', '001311.SZ', '300092.SZ', '002479.SZ', '002824.SZ', '603105.SH', '002647.SZ', '000010.SZ', '603318.SH', '603359.SH', '002578.SZ', '002795.SZ', '000911.SZ', '002877.SZ', '300095.SZ', '603665.SH', '300375.SZ', '002905.SZ', '603378.SH', '603803.SH', '300533.SZ', '301120.SZ', '300518.SZ', '300631.SZ', '300280.SZ', '300513.SZ', '688244.SH', '002961.SZ', '301175.SZ', '603300.SH', '603167.SH', '300773.SZ', '605167.SH', '000551.SZ', '603757.SH', '600301.SH', '601113.SH', '002140.SZ', '300833.SZ', '300488.SZ', '300893.SZ', '301127.SZ', '300286.SZ', '603929.SH', '002255.SZ', '002540.SZ', '300592.SZ']",0.24165298303229338,0.23730158730158724,15.0,21
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2025-01-06,2025-01-03,2025-01-13,-0.005367246811211735,50,0.4,0.6,30,15,"['600301.SH', '002540.SZ', '603162.SH', '300873.SZ', '603209.SH', '603167.SH', '300893.SZ', '002479.SZ', '301175.SZ', '603105.SH', '000551.SZ', '605167.SH', '002140.SZ', '601113.SH', '603929.SH', '301128.SZ', '001311.SZ', '300092.SZ', '002824.SZ', '002647.SZ', '000010.SZ', '603318.SH', '603359.SH', '002578.SZ', '002795.SZ', '000911.SZ', '002877.SZ', '300095.SZ', '603665.SH', '300375.SZ', '002478.SZ', '603995.SH', '000923.SZ', '001203.SZ', '600295.SH', '000819.SZ', '603619.SH', '600819.SH', '600282.SH', '002988.SZ', '601022.SH', '600961.SH', '600361.SH', '002674.SZ', '600531.SH', '002088.SZ', '000026.SZ', '000612.SZ', '605050.SH', '002870.SZ']",0.17143123468626822,0.1734419942473634,35.833333333333336,14
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2025-01-13,2025-01-10,2025-01-20,0.06529188987297746,50,0.4,0.56,30,19,"['000819.SZ', '603619.SH', '002824.SZ', '001311.SZ', '603162.SH', '603209.SH', '300893.SZ', '603105.SH', '605167.SH', '301128.SZ', '603929.SH', '600301.SH', '002540.SZ', '300873.SZ', '603167.SH', '002479.SZ', '301175.SZ', '000551.SZ', '002140.SZ', '601113.SH', '300092.SZ', '002647.SZ', '000010.SZ', '603318.SH', '603359.SH', '002578.SZ', '002795.SZ', '000911.SZ', '002877.SZ', '300095.SZ', '300978.SZ', '300855.SZ', '600796.SH', '603057.SH', '603085.SH', '300337.SZ', '605088.SH', '301149.SZ', '300918.SZ', '002355.SZ', '601599.SH', '300680.SZ', '603170.SH', '301278.SZ', '001258.SZ', '001215.SZ', '603319.SH', '300507.SZ', '603324.SH', '603166.SH']",0.1621845512398508,0.16173469387755096,20.193548387096776,19
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2025-01-20,2025-01-17,2025-01-27,-0.005528664758462826,50,0.4,0.74,30,8,"['000819.SZ', '002824.SZ', '603619.SH', '300978.SZ', '603162.SH', '300855.SZ', '603057.SH', '300893.SZ', '601599.SH', '603085.SH', '001258.SZ', '300680.SZ', '603170.SH', '605088.SH', '603105.SH', '300507.SZ', '603319.SH', '605167.SH', '301128.SZ', '601113.SH', '002140.SZ', '603929.SH', '001311.SZ', '603209.SH', '600301.SH', '002540.SZ', '300873.SZ', '603167.SH', '002479.SZ', '301175.SZ', '300881.SZ', '301160.SZ', '601121.SH', '603995.SH', '603300.SH', '002986.SZ', '002996.SZ', '301116.SZ', '001205.SZ', '600182.SH', '002870.SZ', '300577.SZ', '603107.SH', '600531.SH', '603558.SH', '001376.SZ', '300801.SZ', '603889.SH', '605133.SH', '002043.SZ']",0.17191955042886725,0.1652795031055901,28.142857142857142,8
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2025-01-27,2025-01-24,2025-02-05,-0.0038875427800000085,50,0.4,0.96,30,0,"['301160.SZ', '601121.SH', '603995.SH', '603300.SH', '002986.SZ', '000819.SZ', '002996.SZ', '002824.SZ', '603619.SH', '001311.SZ', '300978.SZ', '603162.SH', '001205.SZ', '002540.SZ', '300873.SZ', '600182.SH', '603057.SH', '300855.SZ', '300577.SZ', '002870.SZ', '603558.SH', '600531.SH', '601599.SH', '300893.SZ', '001258.SZ', '603170.SH', '603889.SH', '300801.SZ', '002479.SZ', '603105.SH', '002478.SZ', '301323.SZ', '301345.SZ', '601083.SH', '601022.SH', '301322.SZ', '002988.SZ', '001338.SZ', '300774.SZ', '600796.SH', '600961.SH', '600361.SH', '002448.SZ', '002088.SZ', '002328.SZ', '301305.SZ', '002345.SZ', '002083.SZ', '000672.SZ', '002978.SZ']",0.17205760368663597,0.16111751152073733,25.62,0
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2025-02-05,2025-01-27,2025-02-10,0.047294087897257524,50,0.4,0.94,30,3,"['601121.SH', '301160.SZ', '603995.SH', '002986.SZ', '000819.SZ', '301323.SZ', '001311.SZ', '002824.SZ', '301345.SZ', '300978.SZ', '601083.SH', '603162.SH', '001205.SZ', '603057.SH', '300873.SZ', '600796.SH', '300577.SZ', '300893.SZ', '301305.SZ', '601599.SH', '001258.SZ', '603558.SH', '603170.SH', '300801.SZ', '603889.SH', '002479.SZ', '603105.SH', '603300.SH', '002996.SZ', '603619.SH', '300881.SZ', '603223.SH', '300918.SZ', '000962.SZ', '603107.SH', '002716.SZ', '603158.SH', '002746.SZ', '605133.SH', '605088.SH', '300230.SZ', '603324.SH', '300507.SZ', '003028.SZ', '300908.SZ', '003000.SZ', '603319.SH', '002590.SZ', '000707.SZ', '300272.SZ']",0.17056534954407293,0.15757142857142847,24.0,3
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2025-02-10,2025-02-07,2025-02-17,0.010727822724979541,50,0.4,0.7,30,15,"['300881.SZ', '603057.SH', '600796.SH', '603158.SH', '000962.SZ', '605088.SH', '601599.SH', '002716.SZ', '002746.SZ', '300507.SZ', '603324.SH', '002590.SZ', '603105.SH', '003028.SZ', '300230.SZ', '601121.SH', '301160.SZ', '603995.SH', '002986.SZ', '000819.SZ', '301323.SZ', '001311.SZ', '002824.SZ', '301345.SZ', '300978.SZ', '601083.SH', '603162.SH', '001205.SZ', '300873.SZ', '300577.SZ', '000935.SZ', '300969.SZ', '603038.SH', '000880.SZ', '002553.SZ', '002355.SZ', '600255.SH', '300189.SZ', '301215.SZ', '300547.SZ', '300681.SZ', '002510.SZ', '300618.SZ', '301121.SZ', '301116.SZ', '300690.SZ', '002218.SZ', '600106.SH', '688716.SH', '603153.SH']",0.18046064139941692,0.17295918367346935,18.0,15
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2025-02-17,2025-02-14,2025-02-24,0.02485570943738854,50,0.4,0.58,30,21,"['000935.SZ', '002716.SZ', '002746.SZ', '300507.SZ', '002590.SZ', '688716.SH', '603324.SH', '603153.SH', '600106.SH', '300881.SZ', '603057.SH', '600796.SH', '603158.SH', '000962.SZ', '605088.SH', '601599.SH', '603105.SH', '003028.SZ', '300230.SZ', '601121.SH', '301160.SZ', '603995.SH', '002986.SZ', '000819.SZ', '301323.SZ', '001311.SZ', '002824.SZ', '301345.SZ', '300978.SZ', '601083.SH', '600830.SH', '688552.SH', '688523.SH', '002694.SZ', '301306.SZ', '600668.SH', '003038.SZ', '300737.SZ', '688102.SH', '600927.SH', '603178.SH', '300589.SZ', '000672.SZ', '001270.SZ', '603256.SH', '002182.SZ', '000011.SZ', '000657.SZ', '688281.SH', '001269.SZ']",0.19162057196657642,0.18781082398829843,15.517241379310345,21
tc40_buf3,"max_turnover=40%, buffer=3x",0.4,3.0,2025-02-24,2025-02-21,2025-03-03,-0.022268356512607466,50,0.4,0.74,30,13,"['301160.SZ', '600830.SH', '001311.SZ', '000819.SZ', '688552.SH', '002986.SZ', '688523.SH', '301306.SZ', '002824.SZ', '003038.SZ', '688102.SH', '001270.SZ', '002182.SZ', '605088.SH', '002590.SZ', '603324.SH', '688281.SH', '000935.SZ', '002716.SZ', '002746.SZ', '300507.SZ', '688716.SH', '603153.SH', '600106.SH', '300881.SZ', '603057.SH', '600796.SH', '603158.SH', '000962.SZ', '601599.SH', '300191.SZ', '603132.SH', '600126.SH', '300835.SZ', '301517.SZ', '300893.SZ', '603300.SH', '603162.SH', '605133.SH', '688376.SH', '600120.SH', '301565.SZ', '300446.SZ', '300863.SZ', '002973.SZ', '601133.SH', '300258.SZ', '300918.SZ', '688612.SH', '301030.SZ']",0.1957603412148867,0.1876426603699331,19.054054054054053,13
