date,code,pct_chg,close
2021-06-25,000905.SH,0.00866754,6813.41
2021-06-28,000852.SH,0.00900529,7063.47
2021-06-28,000905.SH,0.00221657,6828.52
2021-06-29,000852.SH,-0.00837648,7004.3
2021-06-29,000905.SH,-0.00924009,6765.42
2021-06-30,000852.SH,0.0113353,7083.7
2021-06-30,000905.SH,0.00632082,6808.18
2021-07-01,000852.SH,-0.016117,6969.53
2021-07-01,000905.SH,-0.0134422,6716.67
2021-07-02,000852.SH,-0.00869496,6908.93
2021-07-02,000905.SH,-0.00872765,6658.04
2021-07-05,000852.SH,0.0141509,7006.7
2021-07-05,000905.SH,0.00795556,6711.01
2021-07-06,000852.SH,-0.00394441,6979.06
2021-07-06,000905.SH,-0.000225793,6709.5
2021-07-07,000852.SH,0.0158477,7089.66
2021-07-07,000905.SH,0.00814272,6764.13
2021-07-08,000852.SH,0.00137466,7099.41
2021-07-08,000905.SH,-0.00228823,6748.65
2021-07-09,000852.SH,0.00612571,7142.9
2021-07-09,000905.SH,0.0082809,6804.54
2021-07-12,000852.SH,0.0197868,7284.23
2021-07-12,000905.SH,0.014673,6904.38
2021-07-13,000852.SH,0.00651979,7331.73
2021-07-13,000905.SH,0.00832308,6961.85
2021-07-14,000852.SH,-0.0119904,7243.82
2021-07-14,000905.SH,-0.0090633,6898.75
2021-07-15,000852.SH,-0.000302755,7241.62
2021-07-15,000905.SH,0.00487854,6932.41
2021-07-16,000852.SH,-0.00183108,7228.36
2021-07-16,000905.SH,-0.00105054,6925.12
2021-07-19,000852.SH,-0.00319509,7205.27
2021-07-19,000905.SH,-0.00516752,6889.34
2021-07-20,000852.SH,0.00666297,7253.28
2021-07-20,000905.SH,0.00171196,6901.13
2021-07-21,000852.SH,0.0200643,7398.81
2021-07-21,000905.SH,0.0120864,6984.54
2021-07-22,000852.SH,0.00644331,7446.48
2021-07-22,000905.SH,0.0060142,7026.55
2021-07-23,000852.SH,-0.008956,7379.79
2021-07-23,000905.SH,-0.00580631,6985.75
