scenario,cost_bps,year,weeks,annual_return,net_annual_return,avg_turnover,win_rate
tc20_buf2,50,2022,50,0.13580839954102597,0.08038734219688637,0.19999999999999996,0.58
tc20_buf2,50,2023,50,0.14372933507529528,0.08792178065766887,0.19999999999999996,0.46
tc20_buf2,50,2024,52,0.028984869917419998,-0.023180374027950812,0.19999999999999993,0.5192307692307693
tc20_buf2,50,2025,51,0.7032749717231321,0.6185445747307137,0.19999999999999996,0.7058823529411765
tc20_buf2,100,2020,46,0.252967848575383,0.1450231966084501,0.1956521739130434,0.5434782608695652
tc20_buf2,100,2021,52,0.3685786168617933,0.23326923306749014,0.19999999999999993,0.5769230769230769
tc20_buf2,100,2022,50,0.13580839954102597,0.027619035346998944,0.19999999999999996,0.56
tc20_buf2,100,2023,50,0.14372933507529528,0.03478547656724462,0.19999999999999996,0.44
tc20_buf2,100,2024,52,0.028984869917419998,-0.07274937243209878,0.19999999999999993,0.5
tc20_buf2,100,2025,51,0.7032749717231321,0.5379505456307137,0.19999999999999996,0.6862745098039216
tc20_buf3,0,2020,46,0.31038162608513575,0.31038162608513575,0.1956521739130434,0.5652173913043478
tc20_buf3,0,2021,52,0.3909932973150845,0.3909932973150845,0.19999999999999993,0.6153846153846154
tc20_buf3,0,2022,50,0.17233839390854255,0.17233839390854255,0.19999999999999996,0.6
tc20_buf3,0,2023,50,0.11361922267511826,0.11361922267511826,0.19999999999999996,0.48
tc20_buf3,0,2024,52,0.006588245662210834,0.006588245662210834,0.19999999999999993,0.5192307692307693
tc20_buf3,0,2025,51,0.7389816361928256,0.7389816361928256,0.19999999999999996,0.7254901960784313
tc20_buf3,5,2020,46,0.31038162608513575,0.304497862971044,0.1956521739130434,0.5652173913043478
tc20_buf3,5,2021,52,0.3909932973150845,0.38377854603683903,0.19999999999999993,0.6153846153846154
tc20_buf3,5,2022,50,0.17233839390854255,0.16649104013346783,0.19999999999999996,0.6
tc20_buf3,5,2023,50,0.11361922267511826,0.10806474659590859,0.19999999999999996,0.48
tc20_buf3,5,2024,52,0.006588245662210834,0.0013673119265305012,0.19999999999999993,0.5192307692307693
tc20_buf3,5,2025,51,0.7389816361928256,0.7301349656932303,0.19999999999999996,0.7254901960784313
tc20_buf3,10,2020,46,0.31038162608513575,0.2986399341201136,0.1956521739130434,0.5652173913043478
tc20_buf3,10,2021,52,0.3909932973150845,0.3766004999812518,0.19999999999999993,0.6153846153846154
tc20_buf3,10,2022,50,0.17233839390854255,0.16067227115929006,0.19999999999999996,0.6
tc20_buf3,10,2023,50,0.11361922267511826,0.10253742358437634,0.19999999999999996,0.48
tc20_buf3,10,2024,52,0.006588245662210834,-0.0038270601817497196,0.19999999999999993,0.5192307692307693
tc20_buf3,10,2025,51,0.7389816361928256,0.7213324225467752,0.19999999999999996,0.7254901960784313
tc20_buf3,20,2020,46,0.31038162608513575,0.2870011362108027,0.1956521739130434,0.5652173913043478
tc20_buf3,20,2021,52,0.3909932973150845,0.3623537920514328,0.19999999999999993,0.6153846153846154
